"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Blacksburg","https://www.facebook.com/3BirdsBerryFarm","3 Birds Berry Farm","va","1876 Brooksfield Rd","canned preserved cut-flowers fresh-fruits","","farm","3birdsberryfarm.com","-80.491034","37.216789","24060"
"Purcellville","","A Dozen Eggs","va","37938 Charles Town Pike","canned preserved eggs honey pet-food poultry fowl wine spirits beer hard-cider","","farm","www.pastureraisedeggs.com","-77.690603","39.188266","20132"
"Goshen","","Aeyles Farm, LLC","va","553 Big River Road","cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables","","farm","","-79.505417","38.019411","24439"
"Beaverdam","https://www.facebook.com/AlpacaPasturesVA","Alpaca Pastures of Virginia, Inc","va","18388 Beaver Dam Road","crafts woodworking","","farm","www.AlpacaPasturesVA.com","-77.659154","37.912894","23015"
"Bedford","","Appleseed Country Johnsons Orchards and Peaks of Otter Winery","va","2122 Sheep Creek Road","canned preserved fresh-fruits fresh-vegetables honey juices ciders poultry fowl wine spirits beer hard-cider","","farm","www.JohnsonsOrchards.com","-79.625107","37.397604","24523"
"Farmville","","Autumn Grove Farm","va","221 Ligontown Road","","","farm","","-78.262985","37.384715","23901"
"Amelia","https://www.facebook.com/averysbranch","Avery's Branch Farms","va","16923 Genito Rd.","","","farm","www.averysbranchfarms.com","-77.9917437","37.4460021","23002"
"Wytheville","https://www.facebook.com/beagleridge","Beagle Ridge Herb Farm","va","1934 Matney Flats Rd","soap body-care","","farm","www.beagleridgeherbfarm.com","-81.0783909","36.8754143","24382"
"newport","","Bee Berry Farm","va","1588 Blue Grass Trail","","","farm","http://beeberryfarm.net/","-80.4461360","37.3150920",""
"JONESVILLE","","Born Free Farm","va","P.O. BOX 31","cut-flowers","","farm","http://bornfreefarm.webs.com/apps/webstore/ ","-83.248354","36.614715","24263"
"Fredericksburg","","Botanical Bites & Provisions, LLC","va","4738 Massaponax Church Road","cut-flowers fresh-fruits fresh-vegetables honey soap body-care","","farm","https://www.botanicalbitesandprovisionsllc.com/","-77.498095","38.193824","22408"
"Elkton","","Broma Fields","va","3418 Blose Road","herbs fresh-fruits fresh-vegetables honey red-meat non-poultry-meat","","farm","","-78.5993451","38.4463616","22827"
"New Baltimore","","Buckland Farm Market","va","4484 Lee Hwy","","","farm","","-77.700951","38.770307","22824"
