"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Mustang","","Buffalo Creek Berry Farm","ok","9211 Sloan Rd","fresh-fruits fresh-vegetables","","farm","","-97.681934","35.373981","73064"
"Tuttle","","Chisholm Trail Farm LLC","ok","1010 CS 2930","","","farm","www.chisholmtrailfarm.com","-97.777551","35.245987","73089"
"Thomas","","Crispin Murray Grey Grass-Fed Beef","ok","409 N 11th","red-meat non-poultry-meat","","farm"," http://crispin-grassfedbeef.com","-98.751283","35.747020","73669"
"Liberty-Mounds","","Endicott Farms LLC","ok","211th Between Harvard & Lewis","fresh-fruits nuts","","farm","www.endicottfarms.com","-95.961522","35.856606","74047"
"Cyril","www.facebook.com/forbiddenfruitsfarm","Forbidden Fruits Farm","ok","23200 CR 1480","coffee tea eggs herbs fresh-vegetables red-meat non-poultry-meat wine spirits beer hard-cider","","farm","www.forbiddenfruitsfarm.com","-98.215386","34.869930","73029"
"Broken Bow","HoneyBear Ranch","HoneyBear Ranch","ok","897 Redwood Road","bedding plants canned preserved eggs herbs fresh-vegetables nursery-stock","","farm","www.honeybear-ranch.com","-94.774638","34.054489","74728"
"Connerville","https://www.facebook.com/pages/Inslee-Fish-Farm/123937417683643","Inslee Fish Farm","ok","1400 Seeley Chapel Rd","crafts woodworking eggs fish seafood herbs","","farm","","-96.628693","34.460187","74836"
"Stratford","","Peach Crest Farm","ok","10219 us hwy 177","","","farm","","-96.966834","34.860704","74872"
"Roff","https://www.facebook.com/realranch","Real-Ranch LLC","ok","11714 CR 1690","eggs","","farm","real-ranch.com","-96.745575","34.564565","74865"
"Manitou","https://www.facebook.com/Red-Truck-Farm-1441855589413794/?ref=bookmarks","Red Truck Farm","ok","16963 CR NS 227","eggs red-meat non-poultry-meat","","farm","","-98.933473","34.557891","73555"
"Mustang ","","SandStone Spring Vineyard","ok","9211 Sloan Rd.","fresh-fruits","","farm","","-97.681907","35.374633","73064"
"Sapulpa","","The Peppermint Dragon Herb and Oriental Gardens","ok","7920 W 133 St So","crafts woodworking cut-flowers fresh-fruits fresh-vegetables honey","","farm","","-96.080329","35.970830","74066"
"Guthrie ","https://www.facebook.com/visionfarms","Vision Farms","ok","12th and Vilas","","","farm","http://vision-farms.org","-97.443558","35.875703","73044"
"Mustang","","Whispering Springs Greenhouse","ok","12647 SW 104th Street","","","farm","","-97.754910","35.363025","73064"
"Adair","","Wild Rose Strawberry Farm","ok","7645 N 429 Road","fresh-fruits","","farm","wild rose strawberry farm @g mail.com","-95.368498","36.418079","74330"
"Pocola","www.facebook.com/pages/Wild-Things-Farm/309163820790","Wild Things Farm","ok","700 Beaty Avenue","baked-goods canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey prepared-foods soap body-care","","farm","www.wildthingsfarm.com","-94.446848","35.303899","74902"
"Harrah","https://www.facebook.com/pages/Wind-Drift-Orchards/465391816870294","Wind Drift Orchards","ok","19400 Ne 63rd Street 18499 NE 50th Street","","","farm","www.winddriftorchards.com","-97.186475","35.535937","73045"
"Anadarko","Facebook.com/woodsandwaters/","Woods & Waters Winery & Vineyards & Berry Farm","ok","17153 CR 1380","fresh-fruits fresh-vegetables wine spirits beer hard-cider","","farm","www.woodsandwaterswinery.com","-98.326276","35.013603","73005"
"Pink ","","ZaKK Farms; Home of OKBelties","ok","32757 Hwy 9","eggs red-meat non-poultry-meat","","farm","okbelties.weebly.com","-97.074740","35.257996","74873"
"Fairland","FairlandFarmersMarket","Fairland Farmers Market","ok","50 N. Pine St. ","baked goods crafts flowers eggs herbs vegetables honey jams meat soap trees wine coffee fruits wild","","market","","-94.854471","36.747475","74343"
"Oklahoma City","paseofarmersmkt","Paseo Farmers Market","ok","3100 N Walker Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees wine coffee fruits mushrooms","","market","http://www.paseofarmersmarket.com","-97.524820","35.501891","73103"
"McAlester ","","Pittsburg County Farmers Market","ok","SW Corner of Main and Choctaw","baked goods cheese eggs herbs vegetables honey nuts plants fruits","","market","http://oces.okstate.edu/pittsburg/farmers-market","-95.769944","34.926816","74501"
"Quapaw","https://www.facebook.com/QuapawFarmersMarket/","Quapaw Farmers Market","ok","326 N Main St","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts prepared-foods soap wine coffee beans fruits grains mushrooms","","market","","-94.787418","36.955063","74363"
"Woodward","Woodward Farmers Market Association","Woodward Farmers' Market Association","ok","13th St. and Locust Ave. ","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap fruits","@wwfarmers","market","http://www.woodwardfarmersmarket.com","-99.3957807","36.4314963","73801"
