STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,longitude,latitude,state,ABBR,sq_miles,totalpop18
41,063,41063,Wallowa,Wallowa County,-117.1855796,45.593753,Oregon,OR,3151.37666070034,6924
41,013,41013,Crook,Crook County,-120.3715849,44.1630537,Oregon,OR,2987.03930285533,22337
41,005,41005,Clackamas,Clackamas County,-122.1951274,45.1604934,Oregon,OR,1882.98474776635,405788
41,007,41007,Clatsop,Clatsop County,-123.7050366,46.0245094,Oregon,OR,1083.59638241434,38562
41,035,41035,Klamath,Klamath County,-121.6461682,42.6837613,Oregon,OR,6137.22026133891,66310
41,049,41049,Morrow,Morrow County,-119.6023111,45.4254956,Oregon,OR,2047.66169661513,11215
41,029,41029,Jackson,Jackson County,-122.6756106,42.4116214,Oregon,OR,2801.31214598783,214267
41,051,41051,Multnomah,Multnomah County,-122.4173625,45.5477107,Oregon,OR,465.168588942893,798647
41,001,41001,Baker,Baker County,-117.6919334,44.7034268,Oregon,OR,3087.97948642558,15984
41,003,41003,Benton,Benton County,-123.4246641,44.4938816,Oregon,OR,678.17026094444,89780
41,047,41047,Marion,Marion County,-122.5762602,44.9008984,Oregon,OR,1190.81047537529,335553
41,023,41023,Grant,Grant County,-119.0140572,44.4963261,Oregon,OR,4528.52307544888,7183
41,011,41011,Coos,Coos County,-124.0941335,43.1859095,Oregon,OR,1806.3565656654,63308
41,043,41043,Linn,Linn County,-122.5372084,44.4888982,Oregon,OR,2306.57109224433,122870
41,037,41037,Lake,Lake County,-120.3897896,42.7884009,Oregon,OR,8358.1049569372,7843
41,069,41069,Wheeler,Wheeler County,-120.0268608,44.7364146,Oregon,OR,1716.50077122002,1426
41,045,41045,Malheur,Malheur County,-117.6031915,43.1886252,Oregon,OR,9929.79520069952,30431
41,057,41057,Tillamook,Tillamook County,-123.7592988,45.4558895,Oregon,OR,1332.40851833835,26076
41,039,41039,Lane,Lane County,-122.8976901,43.9283286,Oregon,OR,4724.48663172946,368882
41,061,41061,Union,Union County,-117.9991488,45.3040809,Oregon,OR,2038.8466817161,26028
41,019,41019,Douglas,Douglas County,-123.154476,43.2863277,Oregon,OR,5132.95853502799,108323
41,009,41009,Columbia,Columbia County,-123.081079,45.941932,Oregon,OR,688.975652327227,50851
41,027,41027,Hood River,Hood River County,-121.6559762,45.5117753,Oregon,OR,533.301276960741,23131
41,025,41025,Harney,Harney County,-118.9871695,43.0644492,Oregon,OR,10227.7087623134,7228
41,041,41041,Lincoln,Lincoln County,-123.9112121,44.6410607,Oregon,OR,1194.55334352579,47881
41,033,41033,Josephine,Josephine County,-123.5716197,42.3869829,Oregon,OR,1640.8233793225,85481
41,021,41021,Gilliam,Gilliam County,-120.319901,45.43059,Oregon,OR,1222.83540621653,1907
41,017,41017,Deschutes,Deschutes County,-121.2255751,43.9151181,Oregon,OR,3054.18447898712,180640
41,053,41053,Polk,Polk County,-123.3986729,44.9003752,Oregon,OR,744.071591440477,81427
41,065,41065,Wasco,Wasco County,-121.1650693,45.1645359,Oregon,OR,2394.92898518907,25866
41,055,41055,Sherman,Sherman County,-120.6785124,45.3992158,Oregon,OR,831.188915779906,1605
41,071,41071,Yamhill,Yamhill County,-123.3163993,45.2478274,Oregon,OR,718.405226058885,103820
41,015,41015,Curry,Curry County,-124.2109292,42.4664387,Oregon,OR,1989.23883283278,22507
41,059,41059,Umatilla,Umatilla County,-118.7338795,45.5911997,Oregon,OR,3231.51934356064,76898
41,031,41031,Jefferson,Jefferson County,-121.1786315,44.6451505,Oregon,OR,1792.35945355306,23143
41,067,41067,Washington,Washington County,-123.0976146,45.5535419,Oregon,OR,726.634206788147,581821
